imdb_name,Genres,Tags,Episodes,start airing,end airing,Aired On,Original Network,Duration,score,scored by,Ranked,Popularity,Content Rating,Watchers,actors,platforms,imdb_rating,imdb_user_count,imdb_description
Secret Boutique,"['romance', 'drama', 'melodrama', 'political']","['power struggle', 'strong female lead', 'secret crush', 'scheme', 'revenge', 'corruption', 'lying', 'independent female lead', 'hardworking female lead', 'boutique ']",32,18-Sep-19,28-Nov-19,"['wednesday', 'thursday']",['SBS'],30,7.7,709,2876,2942,15+ - Teens 15 or older,"3,003","['Kim Sun Ah', 'Jang Mi Hee ', 'Park Hee Bon', 'Go Min Si', 'Kim Jae Young', 'Kim Tae Hoon']","['SBS World', 'Viki']",7.1,36,"""Secret Boutique"" is a story of woman power and the corrupt upper echelon as it searches for power and survival using money."
Happy Sisters,"['romance', 'melodrama']","['infidelity', 'older woman/younger man', 'divorce', 'marriage of convenience', 'multiple couples', 'rich man/poor woman ']",120,4-Dec-17,25-May-18,"['monday', 'tuesday', 'wednesday', 'thursday', 'friday']",['SBS'],35,7.6,148,66535,9309,15+ - Teens 15 or older,484,"['Shim Yi Young', 'Han Young', 'Oh Dae Gyu', 'Kang Seo Joon', 'Lee Shi Kang', 'Ban So Young']",[],7.7,8,"Yoon Ye Eun's husband of 7 years has a profitable business and they move into a new house. Then, she finds out about his affair. Her sister Yoon Sang Eun is in debt and runs a piano institute. She meets someone through a matchmaking agency and considers entering a contract marriage to pay off her debts.

—SBS International"
First Love Again,"['comedy', 'romance', 'fantasy']","['gay romance', 'lgbtq+', 'reincarnated lovers', 'miniseries', 'reincarnation', 'flashback to past', 'first love', 'bisexual male lead', 'gay male lead', 'web series ']",6,10-Feb-22,18-Mar-22,['thursday'],N/A,25,7.3,5639,5034,868,13+ - Teens 13 or older,"11,919","['Jin Gun', 'Jeon Chang Ha', 'Kim Jeong Seok', 'Jung Hyun Ji', 'Song Han Hee', 'Aoora']",['Viki'],s 8,11,"8 years ago, Lee Ha-Jin (Myung Se-Bin) fell in love with Cha Do-Yoon (Kim Seung-Su), but they broke up.Now, Lee Ha-Jin is enthusiastic about cooking. She meets Cha Do-Yoon again. After Cha Do-Yoon dumped Ha-Jin, he has been full of vengeance and hatred toward her.

—Mahuzin Lafeer"
The Return of Hwang Geum-Bok,"['drama', 'family', 'melodrama']","['sly female lead', 'weak female lead', 'soap opera ']",125,8-Jun-15,11-Dec-15,"['monday', 'tuesday', 'wednesday', 'thursday', 'friday']",['SBS'],40,7.2,45,72795,10930,Not Yet Rated,352,"['Shin Da Eun', 'Lee Elijah', 'Jung Eun Woo', 'Kim Jin Woo', 'Jeon Mi Seon', 'Shim Hye Jin']",[],7.9,11,"A mother dedicates her life to the betterment of her daughter. Nevertheless, the daughter is ashamed of her poor mother. After her mother disappears, the daughter comes to terms with the magnitude of her mother's sacrifice."
We Are Dating Now,"['friendship', 'romance', 'life', 'drama']","['nerdy female lead', 'secondary couple', 'bickering couple', 'smart female lead', 'playboy male lead', 'naive female lead', 'secret relationship', 'older woman/younger man', 'enemies to lovers', 'friends to lovers ']",16,16-Jan-02,7-Mar-02,"['wednesday', 'thursday']",['SBS'],60,7,407,5781,5328,15+ - Teens 15 or older,"1,256","['So Ji Sub', 'Chae Rim', 'Kwon Sang Woo', 'Lee Eui Jung', 'Sun Woo Eun Sook', 'Han Jin Hee']",[],7.2,33,"Ho-Jung is a cute, naive girl who often falls head over heals with the wrong guys. Both Ho-Jung and Kyu-In, her neighbor, are idealistic about love. They start off on the wrong foot and treats each other as if they were siblings, constantly fighting. Ho-Jung's friend Cha Hee has a thing for Kyu-In and Ho-Jung later realizes that she too has feelings for him. Ho-Jae, Ho-Jung's brother, is a player, who has good physical features. Things start to get complicated for Ho-Jae when he falls for Ho-Jung's friend Soo-Ji, who does not have a physical appeal but has a good personality and intelligence."
Blow Breeze,"['law', 'romance', 'drama', 'melodrama']","[""childhood friends' relationship"", 'secondary couple', 'grandpa-grandson relationship', 'fake identity', 'evil daughter-in-law', 'selfish mother', 'fake daughter', 'family reunion', 'family dispute', 'smart female lead ']",53,27-Aug-16,26-Feb-17,"['saturday', 'sunday']",['MBC'],75,7.1,397,5523,4153,15+ - Teens 15 or older,"1,823","['Son Ho Jun', 'Im Ji Yeon', 'Han Joo Wan', 'Oh Ji Eun', 'Im Soo Hyang', 'Hwang Bo Ra']",[],7.4,30,"A wealthy, elderly man who was born in North Korea and amassed a $100 million fortune in South Korea knows that his time is short. One day, he coincidentally learns that he had a son that he did not know of. The elderly man desperately tries to track down his son but learns that he died. However, the elderly man soon discovers that his son has a daughter who was also defected from North Korea and is currently living in South Korea. Now, the elderly man is seeking to find her whereabouts so that she can inherit his fortune. The story revolves around the long-lost family members and a South Korean man with a North Korean woman who is able to find love by overcoming their differences.

—MBC"
Miss Ripley,"['romance', 'drama', 'melodrama']","['dark fiction', 'ripley syndrome', 'greed', 'antihero', 'based on true story ']",16,30-May-11,19-Jul-11,"['monday', 'tuesday']",['MBC'],65,6.7,2280,6127,1815,15+ - Teens 15 or older,"5,329","['Lee Da Hae', 'Park Yoo Chun', 'Kang Hye Jung', 'Kim Seung Woo', 'Min Joon Hyun', 'Kim Na Woon']",[],6.5,88,"Miri has had a very tough childhood and youth in Japan until she returns to South Korea and learns to lie, manipulate and use her looks to get ahead. 2 well-positioned hoteliers are willing victims."
Lovers in Prague,"['comedy', 'romance', 'drama']",['filmed abroad '],18,24-Sep-05,20-Nov-05,"['saturday', 'sunday']",['SBS'],65,7.2,450,5445,5228,15+ - Teens 15 or older,"1,290","['Jeon Do Yeon', 'Kim  Joo Hyuk', 'Kim Min Joon', 'Jang Geun Suk', 'Lee Jung Gil', 'Yoon Se Ah']",[],7.5,64,"A hugely popular romantic fairy tale utilizing the stunning, eerie beauty of Prague as a backdrop"
The Musical,"['music', 'romance', 'drama', 'melodrama']","['pre-produced', 'performing arts ']",15,2-Sep-11,16-Dec-11,['friday'],['SBS'],65,6.5,2221,6260,2104,15+ - Teens 15 or older,"4,523","['Gu Hye Seon', 'Park Ki Woong', 'Ki Eun Se', 'Choi Daniel', 'Ock Joo Hyun', 'Kim Yong Min']",[],s 6,31,"Musical drama about the dreams and love of musical actors. Go Eun Bi is a medical student who loves musical, and her dream is to be a professional musical actress.Hong Jae-Yi is one of the best Korean song composers who quit musical and leaved Korea after his girlfriend (Bae Kang Hee) broke up with him and married to another man, but now he comes back, and by accident he meet Go Eun Bi. He plans to help her achieve her dream. Hong Jae Yi believes that Eun Bi will be a better actress than Kang Hee,besides a love triangle makes happen between three of them...

—Anonymous"
Radiant Office,"['business', 'comedy', 'romance', 'drama']","['office worker', 'terminal illness', 'misunderstanding', 'nice female lead', 'hardworking male lead', 'hardworking female lead', 'teamwork', 'smart male lead', 'strong female lead', 'boss-employee relationship ']",16,15-Mar-17,4-May-17,"['wednesday', 'thursday']",['MBC'],60,7.6,4362,3650,1010,15+ - Teens 15 or older,"10,061","['Go Ah Sung', 'Ha Seok Jin', 'Lee Dong Hwi', 'Kim Dong Wook', 'Hoya', 'Kim Byung Chun']",[],s 7,204,An office romantic-comedy features the hijinks that ensues between a tempt worker with possible terminally-ill diagnosis and a prickly elite marketing director.
The Birth of a Family,"['romance', 'drama', 'family', 'melodrama']",[''],115,5-Dec-12,17-May-13,"['monday', 'tuesday', 'wednesday', 'thursday', 'friday']",['SBS'],40,7.4,46,69232,10288,Not Yet Rated,399,"['Lee Kyu Han', 'Lee So Yeon', 'Sung Hoon', 'Lee Chae Young', 'Lee Mal Geum', 'Kim Seung Hwan']",[],8.8,9,A drama about an adopted woman who struggles to make a family.
The 3rd Hospital,"['comedy', 'life', 'drama', 'medical']","['hospital setting', 'surgeon female lead', 'surgeon male lead', 'doctor female lead', 'doctor male lead', 'family ']",20,5-Sep-12,8-Nov-12,"['wednesday', 'thursday']",['tvN'],45,7.5,635,4004,4549,Not Yet Rated,"1,577","['Oh Ji Ho', 'Choi Soo Young', 'Kim Min Jung', 'Kim Seung Woo', 'Choi Yoon So', 'Nam Moon Chul']",[],8.1,45,Revolves on the competition between western and eastern medicine in the neurosurgery department of an alternative hospital.
Our Gap-soon,"['comedy', 'romance', 'family']",[''],61,27-Aug-16,8-Apr-17,"['saturday', 'sunday']",['SBS'],70,7.1,1107,5560,2219,Not Yet Rated,"4,264","['Song Jae Rim', 'Kim So Eun', 'Yoo  Sun', 'Kim Gyu Ri', 'Lee Byung Joon', 'Lee Wan']",['Viki'],6.7,45,"A couple faces many challenges in order to make a life together. Heo Gap Dol (Song Jae Rim) has failed the law exam many times after graduating from college, despite his best efforts to start his career. He has decided to try for the civil service examination, along with his long-time girlfriend, Shin Gap Soon (Kim So Eun), who has been working many odd jobs to try to support Gap Dol and land gainful employment for herself.

—Chloe Diana"
Doctor Frost,"['mystery', 'psychological', 'drama', 'medical']","['emotional blunting', 'eccentric male lead', 'adapted from a webtoon', 'disability', 'cold male lead', 'miniseries', 'investigation ']",10,23-Nov-14,1-Feb-15,['sunday'],['OCN'],64,7.7,2780,3026,1346,Not Yet Rated,"7,546","['Song Chang Eui', 'Jung Eun Chae', 'Lee Yoon Ji', 'Sung Ji Ru', 'Choi Jung Woo', 'Yoo Geon']",[],7.2,99,"Dr. Frost"" is a drama about a genius psychology professor that cannot feel certain emotions due to an injury he sustained as a child. He uses his deductive reasoning to help procedural teams both officially and unofficially to solve crimes on the side.

—Kdrama"
Twelve Nights,"['romance', 'life', 'melodrama']","['photographer female lead', 'ballet dancer male lead', 'hardship', 'chasing a dream', 'ex-boyfriend comes back', 'meet again', 'time skip', 'strong male lead', 'eccentric female lead', 'photography ']",12,12-Oct-18,28-Dec-18,['friday'],"['Channel A', 'Viki']",75,7.4,1244,4587,2111,15+ - Teens 15 or older,"4,508","['Han Seung Yeon', 'Shin Hyun Soo', 'Jang Hyun Sung', 'Lee Ye Eun', 'Ye Soo Jung', 'Seo Eun Woo']",['Viki'],6.5,53,"""12 Nights"" is a travel romance drama that tells the story of a man and a woman who spend 12 nights together during their three trips."
"Oh, the Mysterious","['thriller', 'mystery', 'romance', 'drama']","['investigation', 'friendship', ""childhood friends' relationship"", 'detective fiction', 'police department', 'childhood crush', 'fake identity', 'ex-convict', 'secret crush', 'conglomerate ']",40,27-Nov-17,30-Jan-18,"['monday', 'tuesday']",['SBS'],30,7.5,1587,3853,2027,15+ - Teens 15 or older,"4,762","['Yoon Kyun Sang', 'Jung Hye Sung', 'Jang Hyun Sung', 'Choi Won Young', 'Kim Hee Won', 'Yoon Na Moo']","['SBS World', 'Viki']",6.6,78,"Kim Jong Sam was falsely accused of a crime and imprisoned. Because of that he has spent ten years on death row. Somehow he escapes out of prison and becomes a fake cop, (Oh Il Seung). Then sets out to find a hidden amount of 100 billion won (about 100 million dollars) on behalf of criminals who will garanty him with a new identity that belongs to a death cop. He has three days to find the cash and begin his new life. While doing that, new adventures show up.

—Haylie Montie"
Unstoppable Marriage,"['comedy', 'romance', 'family']",[''],140,5-Nov-07,30-May-08,"['monday', 'tuesday', 'wednesday', 'thursday', 'friday']",['KBS2'],40,7.4,144,70105,7804,15+ - Teens 15 or older,660,"['Seo Do Young', 'Jung Da Young', 'Kim Soo Mi', 'Park Chae Kyung', 'Kim Hye Na', 'Choi Soo Young']",[],8.5,17,"It looks like we don't have any Plot Summaries for this title yet. Be the first to contribute! Just click the ""Edit page"" button at the bottom of the page or learn more in the Plot Summary submission guide."
The Full Sun,"['thriller', 'romance', 'crime', 'drama']","['wrongfully accused', 'forbidden love', 'revenge', 'ex-convict', 'rich female lead', 'nice female lead', 'poor male lead', 'swindler male lead', 'secretary supporting character', 'melodrama ']",16,17-Feb-14,8-Apr-14,"['monday', 'tuesday']",['KBS2'],60,7.6,1758,3338,1952,15+ - Teens 15 or older,"4,921","['Yoon Kye Sang', 'Han Ji Hye', 'Jo Jin Woong', 'Kim Yoo Ri', 'Lee Jae Won', 'Kim Yoon Sung']",[],7.4,78,"Despite coming from a criminal family, Jung Se Ro (Yoon Kye Sang) is a hardworking student who wants an honest life for himself. That is, until he accidentally gets entangled in one of his father's heists the night of a glamorous jewel exhibition opening. When the dust settles, Se Ro's father is dead and he is falsely accused of killing a man. After being released from prison five years later, Se Ro takes up the life of a con man, joining a ring of jewel smugglers led by Park Kang Jae (Jo Jin Woong). Se Ro is filled with revenge for his father's death and his wasted life until he meets the beautiful jewel heiress, Han Young Won (Han Ji Hye), who has developed a cold heart after the death of her fiancé. The couple brings each other back to life in an ill-fated love, not knowing that Young Won's fiancé was actually the man killed by Se Ro five years earlier."
Dalkomhan seupai,"['action', 'comedy', 'romance']","['undercover agent', 'cohabitation', 'widow female lead', 'policewoman', 'police procedural', 'detective ']",20,7-Nov-05,10-Jan-06,"['monday', 'tuesday']",['MBC'],60,7.2,651,5289,4900,Not Yet Rated,"1,423","['Dennis Oh', 'Nam Sang Mi', 'Lee Joo Hyun', 'Yoo  Sun', 'Park Sung Eun', 'Kim Bo Sung']",[],7.4,58,"A young widowed police officer, Lee Sun-Ae, finds herself unwittingly entangled in the world of international espionage after a chance encounter with Han Yoo-Il, a mysterious & charming young billionaire. Around the same time, she also meets Kang-Jun, the new director of Criminal Investigation Department, who happens to be an old friend of her late husband. Kang-Jun, who secretly harbors feelings for Sun-Ae, opens an old case surrounding Sun-Ae's late husband's death, which leads him to uncover of a secret that involves political and economic power figures, including Han Yoo-Il.

—tara"
Spy,"['thriller', 'romance', 'crime', 'political']","['spy', 'mother-son relationship', 'north korean', 'suspense ']",16,9-Jan-15,6-Mar-15,['friday'],['KBS2'],50,7.3,1543,4932,1742,Not Yet Rated,"5,584","['Kim Jae Joong', 'Bae Jong Ok', 'Yoo Oh Sung', 'Go Sung Hee', 'Jo Dal Hwan', 'Kim Min Jae']",[],6.4,56,"Park Hye Rim seems like an average housewife, but in reality she's a former North Korean informant, she's suddenly assigned a mission to recruit her son, Kim Seon Woo, a genius NIS agent. Hye Rim does everything she can to protect him."
Drinking Solo,"['food', 'comedy', 'romance']","['rich man/poor woman', 'older woman/younger man', 'love triangle', ""co-workers' relationship"", 'professor female lead', 'professor male lead', 'hardship', 'arrogant male lead', 'popular male lead', 'civil exam ']",16,5-Sep-16,25-Oct-16,"['monday', 'tuesday']",['tvN'],64,7.7,5935,3016,727,15+ - Teens 15 or older,"14,117","['Ha Seok Jin', 'Park Ha Sun', 'Hwang Woo Seul Hye', 'Gong Myung', 'Key', 'Kim Won Hae']",['K-DRAMA'],6.8,236,"The story depicts people drinking alcohol alone for different reasons and the romance between Jin Jeong Seok and Park Ha Na. They both work at a private institute for people preparing for their civil service examinations in Noryangjin, Seoul. He is an arrogant, but popular instructor and she is a rookie instructor who struggles to survive in the private institute world."
